SeriesCode,SeriesDescription,GeoAreaName,TimePeriod,Value
Food Shortage,Prevalence of undernourishment (%),Costa Rica,2016,4.4
Food Shortage,Prevalence of undernourishment (%),Croatia,2000,10.4
Food Shortage,Prevalence of undernourishment (%),Croatia,2001,7.8
Food Shortage,Prevalence of undernourishment (%),Croatia,2002,5.8
Food Shortage,Prevalence of undernourishment (%),Croatia,2003,4.4
Food Shortage,Prevalence of undernourishment (%),Croatia,2004,3.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2005,2.9
Food Shortage,Prevalence of undernourishment (%),Croatia,2006,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2007,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2008,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2009,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2010,2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2011,2.6
Food Shortage,Prevalence of undernourishment (%),Croatia,2012,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2013,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2014,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2015,<2.5
Food Shortage,Prevalence of undernourishment (%),Croatia,2016,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2000,3.7
Food Shortage,Prevalence of undernourishment (%),Cuba,2001,2.8
Food Shortage,Prevalence of undernourishment (%),Cuba,2002,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2003,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2004,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2005,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2006,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2007,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2008,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2009,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2010,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2011,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2012,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2013,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2014,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2015,<2.5
Food Shortage,Prevalence of undernourishment (%),Cuba,2016,<2.5
Food Shortage,Prevalence of undernourishment (%),Cyprus,2000,3.5
Food Shortage,Prevalence of undernourishment (%),Cyprus,2001,3.9
Food Shortage,Prevalence of undernourishment (%),Cyprus,2002,4.4
Food Shortage,Prevalence of undernourishment (%),Cyprus,2003,4.9
Food Shortage,Prevalence of undernourishment (%),Cyprus,2004,5.4
Food Shortage,Prevalence of undernourishment (%),Cyprus,2005,5.7
Food Shortage,Prevalence of undernourishment (%),Cyprus,2006,5.6
Food Shortage,Prevalence of undernourishment (%),Cyprus,2007,5.1
Food Shortage,Prevalence of undernourishment (%),Cyprus,2008,4.7
Food Shortage,Prevalence of undernourishment (%),Cyprus,2009,4.4
Food Shortage,Prevalence of undernourishment (%),Cyprus,2010,4.3
Food Shortage,Prevalence of undernourishment (%),Cyprus,2011,4.2
Food Shortage,Prevalence of undernourishment (%),Cyprus,2012,4.3
Food Shortage,Prevalence of undernourishment (%),Cyprus,2013,4.4
Food Shortage,Prevalence of undernourishment (%),Cyprus,2014,4.5
Food Shortage,Prevalence of undernourishment (%),Cyprus,2015,4.5
Food Shortage,Prevalence of undernourishment (%),Cyprus,2016,4.6
Food Shortage,Prevalence of undernourishment (%),Benin,2000,22.7
Food Shortage,Prevalence of undernourishment (%),Benin,2001,20.6
Food Shortage,Prevalence of undernourishment (%),Benin,2002,18.6
Food Shortage,Prevalence of undernourishment (%),Benin,2003,17.4
Food Shortage,Prevalence of undernourishment (%),Benin,2004,16.3
Food Shortage,Prevalence of undernourishment (%),Benin,2005,15.4
Food Shortage,Prevalence of undernourishment (%),Benin,2006,14.3
Food Shortage,Prevalence of undernourishment (%),Benin,2007,13.3
Food Shortage,Prevalence of undernourishment (%),Benin,2008,12.7
Food Shortage,Prevalence of undernourishment (%),Benin,2009,12.1
Food Shortage,Prevalence of undernourishment (%),Benin,2010,11.8
Food Shortage,Prevalence of undernourishment (%),Benin,2011,11.3
Food Shortage,Prevalence of undernourishment (%),Benin,2012,10.8
Food Shortage,Prevalence of undernourishment (%),Benin,2013,10.2
Food Shortage,Prevalence of undernourishment (%),Benin,2014,9.6
Food Shortage,Prevalence of undernourishment (%),Benin,2015,9.9
Food Shortage,Prevalence of undernourishment (%),Benin,2016,10.4
Food Shortage,Prevalence of undernourishment (%),Denmark,2000,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2001,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2002,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2003,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2004,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2005,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2006,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2007,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2008,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2009,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2010,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2011,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2012,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2013,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2014,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2015,<2.5
Food Shortage,Prevalence of undernourishment (%),Denmark,2016,<2.5
Food Shortage,Prevalence of undernourishment (%),Dominica,2000,4.7
Food Shortage,Prevalence of undernourishment (%),Dominica,2001,4.4
Food Shortage,Prevalence of undernourishment (%),Dominica,2002,4.6
Food Shortage,Prevalence of undernourishment (%),Dominica,2003,5
Food Shortage,Prevalence of undernourishment (%),Dominica,2004,5.5
Food Shortage,Prevalence of undernourishment (%),Dominica,2005,5.7
Food Shortage,Prevalence of undernourishment (%),Dominica,2006,5.6
Food Shortage,Prevalence of undernourishment (%),Dominica,2007,5.1
Food Shortage,Prevalence of undernourishment (%),Dominica,2008,4.9
Food Shortage,Prevalence of undernourishment (%),Dominica,2009,4.9
Food Shortage,Prevalence of undernourishment (%),Dominica,2010,5.2
Food Shortage,Prevalence of undernourishment (%),Dominica,2011,5.6
Food Shortage,Prevalence of undernourishment (%),Dominica,2012,5.9
Food Shortage,Prevalence of undernourishment (%),Dominica,2013,6
Food Shortage,Prevalence of undernourishment (%),Dominica,2014,5.9
Food Shortage,Prevalence of undernourishment (%),Dominica,2015,5.6
Food Shortage,Prevalence of undernourishment (%),Dominica,2016,5.2
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2000,28.1
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2001,27.1
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2002,27.5
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2003,28.3
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2004,27
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2005,24.4
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2006,21.9
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2007,20.9
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2008,20.2
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2009,18.6
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2010,16.5
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2011,14.6
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2012,13.4
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2013,12.7
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2014,11.9
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2015,11.1
Food Shortage,Prevalence of undernourishment (%),Dominican Republic,2016,10.4
Food Shortage,Prevalence of undernourishment (%),Ecuador,2000,18.5
Food Shortage,Prevalence of undernourishment (%),Ecuador,2001,18.8
Food Shortage,Prevalence of undernourishment (%),Ecuador,2002,18.9
Food Shortage,Prevalence of undernourishment (%),Ecuador,2003,18.6
Food Shortage,Prevalence of undernourishment (%),Ecuador,2004,17.7
Food Shortage,Prevalence of undernourishment (%),Ecuador,2005,17
Food Shortage,Prevalence of undernourishment (%),Ecuador,2006,16.2
Food Shortage,Prevalence of undernourishment (%),Ecuador,2007,15.6
Food Shortage,Prevalence of undernourishment (%),Ecuador,2008,14.4
Food Shortage,Prevalence of undernourishment (%),Ecuador,2009,12.8
Food Shortage,Prevalence of undernourishment (%),Ecuador,2010,10.7
Food Shortage,Prevalence of undernourishment (%),Ecuador,2011,9.1
Food Shortage,Prevalence of undernourishment (%),Ecuador,2012,8.3
Food Shortage,Prevalence of undernourishment (%),Ecuador,2013,8.2
Food Shortage,Prevalence of undernourishment (%),Ecuador,2014,8.2
Food Shortage,Prevalence of undernourishment (%),Ecuador,2015,8
Food Shortage,Prevalence of undernourishment (%),Ecuador,2016,7.8
Food Shortage,Prevalence of undernourishment (%),El Salvador,2000,11
Food Shortage,Prevalence of undernourishment (%),El Salvador,2001,9.3
Food Shortage,Prevalence of undernourishment (%),El Salvador,2002,8.9
Food Shortage,Prevalence of undernourishment (%),El Salvador,2003,9.3
Food Shortage,Prevalence of undernourishment (%),El Salvador,2004,10
Food Shortage,Prevalence of undernourishment (%),El Salvador,2005,10.5
Food Shortage,Prevalence of undernourishment (%),El Salvador,2006,10.8
Food Shortage,Prevalence of undernourishment (%),El Salvador,2007,11
Food Shortage,Prevalence of undernourishment (%),El Salvador,2008,11.4
Food Shortage,Prevalence of undernourishment (%),El Salvador,2009,11.9
Food Shortage,Prevalence of undernourishment (%),El Salvador,2010,12.4
Food Shortage,Prevalence of undernourishment (%),El Salvador,2011,12.5
Food Shortage,Prevalence of undernourishment (%),El Salvador,2012,12.3
Food Shortage,Prevalence of undernourishment (%),El Salvador,2013,11.8
Food Shortage,Prevalence of undernourishment (%),El Salvador,2014,11.3
Food Shortage,Prevalence of undernourishment (%),El Salvador,2015,11
Food Shortage,Prevalence of undernourishment (%),El Salvador,2016,10.3
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2000,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2001,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2002,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2003,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2004,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2005,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2006,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2007,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2008,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2009,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2010,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2011,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2012,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2013,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2014,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2015,
Food Shortage,Prevalence of undernourishment (%),Equatorial Guinea,2016,
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2000,52
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2001,49
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2002,46.7
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2003,44.2
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2004,42
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2005,39.7
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2006,38.5
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2007,37.2
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2008,35.6
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2009,33.7
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2010,32.1
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2011,30.7
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2012,29
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2013,26.9
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2014,24.7
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2015,22.8
Food Shortage,Prevalence of undernourishment (%),Ethiopia,2016,21.4
Food Shortage,Prevalence of undernourishment (%),Eritrea,2000,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2001,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2002,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2003,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2004,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2005,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2006,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2007,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2008,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2009,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2010,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2011,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2012,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2013,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2014,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2015,
Food Shortage,Prevalence of undernourishment (%),Eritrea,2016,
Food Shortage,Prevalence of undernourishment (%),Estonia,2000,5.6
Food Shortage,Prevalence of undernourishment (%),Estonia,2001,5.5
Food Shortage,Prevalence of undernourishment (%),Estonia,2002,5.5
Food Shortage,Prevalence of undernourishment (%),Estonia,2003,5.2
Food Shortage,Prevalence of undernourishment (%),Estonia,2004,4.8
Food Shortage,Prevalence of undernourishment (%),Estonia,2005,4.2
Food Shortage,Prevalence of undernourishment (%),Estonia,2006,3.7
Food Shortage,Prevalence of undernourishment (%),Estonia,2007,3.2
Food Shortage,Prevalence of undernourishment (%),Estonia,2008,2.8
Food Shortage,Prevalence of undernourishment (%),Estonia,2009,2.6
Food Shortage,Prevalence of undernourishment (%),Estonia,2010,2.6
Food Shortage,Prevalence of undernourishment (%),Estonia,2011,2.7
Food Shortage,Prevalence of undernourishment (%),Estonia,2012,2.9
Food Shortage,Prevalence of undernourishment (%),Estonia,2013,2.9
Food Shortage,Prevalence of undernourishment (%),Estonia,2014,2.9
Food Shortage,Prevalence of undernourishment (%),Estonia,2015,2.9
Food Shortage,Prevalence of undernourishment (%),Estonia,2016,2.8
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2000,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2001,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2002,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2003,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2004,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2005,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2006,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2007,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2008,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2009,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2010,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2011,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2012,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2013,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2014,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2015,
Food Shortage,Prevalence of undernourishment (%),Faroe Islands,2016,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2000,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2001,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2002,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2003,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2004,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2005,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2006,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2007,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2008,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2009,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2010,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2011,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2012,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2013,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2014,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2015,
Food Shortage,Prevalence of undernourishment (%),South Georgia and the South Sandwich Islands,2016,
Food Shortage,Prevalence of undernourishment (%),Fiji,2000,4.8
Food Shortage,Prevalence of undernourishment (%),Fiji,2001,4.7
Food Shortage,Prevalence of undernourishment (%),Fiji,2002,4.6
Food Shortage,Prevalence of undernourishment (%),Fiji,2003,4.5
Food Shortage,Prevalence of undernourishment (%),Fiji,2004,4.4
Food Shortage,Prevalence of undernourishment (%),Fiji,2005,4.3
Food Shortage,Prevalence of undernourishment (%),Fiji,2006,4.2
Food Shortage,Prevalence of undernourishment (%),Fiji,2007,4.3
Food Shortage,Prevalence of undernourishment (%),Fiji,2008,4.3
Food Shortage,Prevalence of undernourishment (%),Fiji,2009,4.5
Food Shortage,Prevalence of undernourishment (%),Fiji,2010,4.5
Food Shortage,Prevalence of undernourishment (%),Fiji,2011,4.5
Food Shortage,Prevalence of undernourishment (%),Fiji,2012,4.4
Food Shortage,Prevalence of undernourishment (%),Fiji,2013,4.4
Food Shortage,Prevalence of undernourishment (%),Fiji,2014,4.4
Food Shortage,Prevalence of undernourishment (%),Fiji,2015,4.4
Food Shortage,Prevalence of undernourishment (%),Fiji,2016,4.4
Food Shortage,Prevalence of undernourishment (%),Finland,2000,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2001,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2002,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2003,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2004,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2005,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2006,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2007,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2008,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2009,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2010,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2011,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2012,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2013,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2014,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2015,<2.5
Food Shortage,Prevalence of undernourishment (%),Finland,2016,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2000,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2001,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2002,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2003,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2004,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2005,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2006,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2007,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2008,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2009,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2010,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2011,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2012,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2013,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2014,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2015,<2.5
Food Shortage,Prevalence of undernourishment (%),France,2016,<2.5
Food Shortage,Prevalence of undernourishment (%),French Guiana,2000,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2001,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2002,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2003,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2004,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2005,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2006,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2007,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2008,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2009,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2010,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2011,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2012,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2013,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2014,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2015,
Food Shortage,Prevalence of undernourishment (%),French Guiana,2016,
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2000,4.6
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2001,4.3
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2002,4
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2003,3.9
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2004,3.9
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2005,3.9
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2006,4
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2007,4
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2008,4.1
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2009,4.1
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2010,4.2
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2011,4.2
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2012,4.1
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2013,4.2
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2014,4.2
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2015,4.3
Food Shortage,Prevalence of undernourishment (%),French Polynesia,2016,4.4
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2000,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2001,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2002,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2003,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2004,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2005,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2006,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2007,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2008,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2009,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2010,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2011,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2012,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2013,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2014,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2015,
Food Shortage,Prevalence of undernourishment (%),French Southern Territories,2016,
Food Shortage,Prevalence of undernourishment (%),Djibouti,2000,48.1
Food Shortage,Prevalence of undernourishment (%),Djibouti,2001,45.4
Food Shortage,Prevalence of undernourishment (%),Djibouti,2002,42.7
Food Shortage,Prevalence of undernourishment (%),Djibouti,2003,39.8
Food Shortage,Prevalence of undernourishment (%),Djibouti,2004,36.2
Food Shortage,Prevalence of undernourishment (%),Djibouti,2005,32.2
Food Shortage,Prevalence of undernourishment (%),Djibouti,2006,28.6
Food Shortage,Prevalence of undernourishment (%),Djibouti,2007,25.6
Food Shortage,Prevalence of undernourishment (%),Djibouti,2008,23.9
Food Shortage,Prevalence of undernourishment (%),Djibouti,2009,22.9
Food Shortage,Prevalence of undernourishment (%),Djibouti,2010,22.3
Food Shortage,Prevalence of undernourishment (%),Djibouti,2011,21.3
Food Shortage,Prevalence of undernourishment (%),Djibouti,2012,20.2
Food Shortage,Prevalence of undernourishment (%),Djibouti,2013,19.3
Food Shortage,Prevalence of undernourishment (%),Djibouti,2014,19.1
Food Shortage,Prevalence of undernourishment (%),Djibouti,2015,19.4
Food Shortage,Prevalence of undernourishment (%),Djibouti,2016,19.7
Food Shortage,Prevalence of undernourishment (%),Gabon,2000,10.5
Food Shortage,Prevalence of undernourishment (%),Gabon,2001,10.8
Food Shortage,Prevalence of undernourishment (%),Gabon,2002,11.3
Food Shortage,Prevalence of undernourishment (%),Gabon,2003,11.4
Food Shortage,Prevalence of undernourishment (%),Gabon,2004,11.2
Food Shortage,Prevalence of undernourishment (%),Gabon,2005,10.9
Food Shortage,Prevalence of undernourishment (%),Gabon,2006,11
Food Shortage,Prevalence of undernourishment (%),Gabon,2007,11.2
Food Shortage,Prevalence of undernourishment (%),Gabon,2008,11.5
Food Shortage,Prevalence of undernourishment (%),Gabon,2009,11.3
Food Shortage,Prevalence of undernourishment (%),Gabon,2010,10.8
Food Shortage,Prevalence of undernourishment (%),Gabon,2011,10
Food Shortage,Prevalence of undernourishment (%),Gabon,2012,9.4
Food Shortage,Prevalence of undernourishment (%),Gabon,2013,9
Food Shortage,Prevalence of undernourishment (%),Gabon,2014,8.8
Food Shortage,Prevalence of undernourishment (%),Gabon,2015,9.1
Food Shortage,Prevalence of undernourishment (%),Gabon,2016,9.4
Food Shortage,Prevalence of undernourishment (%),Georgia,2000,13.5
Food Shortage,Prevalence of undernourishment (%),Georgia,2001,13.6
Food Shortage,Prevalence of undernourishment (%),Georgia,2002,11.4
Food Shortage,Prevalence of undernourishment (%),Georgia,2003,9.2
Food Shortage,Prevalence of undernourishment (%),Georgia,2004,7.9
Food Shortage,Prevalence of undernourishment (%),Georgia,2005,7.2
Food Shortage,Prevalence of undernourishment (%),Georgia,2006,7
Food Shortage,Prevalence of undernourishment (%),Georgia,2007,6.8
Food Shortage,Prevalence of undernourishment (%),Georgia,2008,6.7
Food Shortage,Prevalence of undernourishment (%),Georgia,2009,7
Food Shortage,Prevalence of undernourishment (%),Georgia,2010,7.7
Food Shortage,Prevalence of undernourishment (%),Georgia,2011,8.1
Food Shortage,Prevalence of undernourishment (%),Georgia,2012,8
Food Shortage,Prevalence of undernourishment (%),Georgia,2013,7.6
Food Shortage,Prevalence of undernourishment (%),Georgia,2014,7.5
Food Shortage,Prevalence of undernourishment (%),Georgia,2015,7.4
Food Shortage,Prevalence of undernourishment (%),Georgia,2016,7.4
Food Shortage,Prevalence of undernourishment (%),Gambia,2000,13.1
Food Shortage,Prevalence of undernourishment (%),Gambia,2001,12.9
Food Shortage,Prevalence of undernourishment (%),Gambia,2002,13.8
Food Shortage,Prevalence of undernourishment (%),Gambia,2003,14.6
Food Shortage,Prevalence of undernourishment (%),Gambia,2004,15.1
Food Shortage,Prevalence of undernourishment (%),Gambia,2005,15.1
